comic_name,active_years,issue_title,publish_date,issue_description,penciler,writer,cover_artist,Imprint,Format,Rating,Price
The Punisher: No Escape (1990),(1990),The Punisher: No Escape (1990) #1,"August 01, 1990","U.S. Agent and Paladin guest-star! Punisher is trailing a killer drug-lord, but he'll have to get through the mercenary Paladin before he can make the hit. Complicating matters? The government has deployed the U.S. Agent to take down Castle… permanently.",Tod Smith,Gregory Wright,Joe Jusko, Marvel Universe, Comic,, Free
The Rawhide Kid (2010),(2010),The Rawhide Kid (2010) #3,"August 11, 2010","Bracing for High Noon with the Sensational Seven, Cristo Pike brings in a collection of the West's most unsavory killers. Enter: Le Sabre Kid, Lone Ninja, Bloody Ivan, The Cabo Kid, Grizzly Johnson, Honey Bee, and Kid Dead. Plus: Ever wonder how a sensitive lad named Johnny Bart became the legendary gunfighter known as the Rawhide Kid! The answer might surprise you.",Howard Chaykin,Ron Zimmerman,,, Comic,, $3.99
The Rise of Ultraman (2020),(2020),The Rise of Ultraman (2020) #2,"October 07, 2020","The histories of two worlds, the experiences of two lives, and the destinies of two heroes must reconcile as Ultra and Man struggle to become one - and if they don't, neither will survive! And as Shin fights for his life, Kiki searches for a way to save him - a search that will bring her one step closer to the dark secret of 1966!",Francesco Manna,"Matthew Groom, Kyle Higgins",Jorge Molina,, Comic, Rated T+, $3.99
The Rise of Ultraman (2020),(2020),The Rise of Ultraman (2020) #1,"September 09, 2020","In darkness there lurks Kaiju - terrifying and unfathomable monsters. Between Kaiju and the rest of us stands the United Science Patrol! But who are these enigmatic defenders, and how do they perform their miracles? Shin Hayata and Kiki Fuji have spent half a lifetime trying to find out - and their quest is about to drive them toward a decades-old dark secret and put them on a collision course with a mysterious warrior from beyond the stars! Kyle Higgins (Mighty Morphin Power Rangers), Mat Groom (Self/Made) and Francesco Manna (AVENGERS) reimagine the classic origin of a pop culture icon as THE RISE OF ULTRAMAN begins!","G Gurihiru, Francesco Manna, Michael Cho, Ed Mcguinness","Kyle Higgins, Matthew Groom",Ed Mcguinness,, Comic, Rated T+, $5.99
The Savage Sword of Conan (1974 - 1995),(1974 - 1995),The Savage Sword of Conan (1974) #72,"January 01, 1982",,,,,,,,
The Savage Sword of Conan (1974 - 1995),(1974 - 1995),The Savage Sword of Conan (1974) #69,"October 01, 1981",,,,,,,,
The Savage Sword of Conan (1974 - 1995),(1974 - 1995),The Savage Sword of Conan (1974) #57,"October 01, 1980",,,,,,,,
The Savage Sword of Conan (1974 - 1995),(1974 - 1995),The Savage Sword of Conan (1974) #55,"August 01, 1980",,,,,,,,
The Savage Sword of Conan (1974 - 1995),(1974 - 1995),The Savage Sword of Conan (1974) #41,"June 01, 1979",,,,,,,,
The Savage Sword of Conan (1974 - 1995),(1974 - 1995),The Savage Sword of Conan (1974) #34,"October 01, 1978",,,,,,,,
The Savage Sword of Conan (1974 - 1995),(1974 - 1995),The Savage Sword of Conan (1974) #33,"September 01, 1978",,,,,,,,
The Savage Sword of Conan (1974 - 1995),(1974 - 1995),The Savage Sword of Conan (1974) #31,"July 01, 1978",,,,,,,,
The Savage Sword of Conan (1974 - 1995),(1974 - 1995),The Savage Sword of Conan (1974) #20,"July 01, 1977",,,,,,,,
The Savage Sword of Conan (1974 - 1995),(1974 - 1995),The Savage Sword of Conan (1974) #19,"June 01, 1977",,,,,,,,
The Savage Sword of Conan (1974 - 1995),(1974 - 1995),The Savage Sword of Conan (1974) #12,"June 01, 1976",,,,,,,,
The Savage Sword of Conan (1974 - 1995),(1974 - 1995),The Savage Sword of Conan (1974) #2,"October 01, 1974",,,,,,,,
The Sensational She-Hulk: Ceremony (1989),(1989),The Sensational She-Hulk: Ceremony (1989) #2,"February 01, 1989","Jennifer and Wyatt head to the Keewazi reservation for their upcoming wedding. But the big day may be ruined by a mystical madman threatening to steal all female magic from the world! Plus, Jennifer and Wyatt undergo a critical shift as a couple.",June Brigman,Dwayne Mcduffie,June Brigman,, Comic,, Free
The Sentry (2000 - 2001),(2000 - 2001),The Sentry (2000),"November 30, -0001",,Jae Lee,Paul Jenkins,,,,,
The Sentry vs. The Void (2001),(2001),The Sentry vs. The Void (2001) #1,"February 01, 2001","It's the chilling conclusion to the series that has everybody talking! As the Fantastic Four, the Avengers, Dr. Strange and more of Marvel's mightiest stand firm, the Void unleashes its fury on the East Coast! Can even their combined power defeat the darkness? Or will it come down to one man and strength of a different kind?",Jae Lee,Paul Jenkins,,, Comic,, Free
The Spectacular Scarlet Spider (1995),(1995),The Spectacular Scarlet Spider (1995) #2,"December 01, 1995","Ben Reilly's life seems to be falling apart before his very eyes! With a destroyed apartment, no job and his friend still in a coma, can Ben manage to cope with all this turmoil - while steering clear of the NYPD?",Sal Buscema,Todd Dezago,Sal Buscema,, Comic,, Free
The Stand: American Nightmares (2009),(2009),The Stand: American Nightmares HC (Hardcover),"December 31, 2029","The deadly super flu Captain Trips has devastated the country and now the few survivors must pick up the pieces and go on. Larry Underwood seeks escape from New York City. Lloyd contemplates an extremely unsavory dinner option in jail, and Stu Redman makes a desperate bid for freedom from his interrogators. Most ominous of all, the stange being called Randall Flagg continues his dread journey across the devastated landscape of America. You must not miss it! Collecting THE STAND: AMERICAN NIGHTMARE #1-5. Parental Advisory ...$24.99 ISBN: 978-0-7851-3621-7 Trim size: standard",,,,,,,
The Stand: Captain Trips (2008 - 2009),(2008 - 2009),The Stand: Captain Trips (2008) #5,"January 28, 2009","The violently contagious superflu Captain Trips has now encompassed the entire country in its deadly embrace and there's no turning back. America is rapidly becoming a country of the sick...the dead...the damned. Against that ever-darkening backdrop, Randall Flagg, the Walking Dude, the Dark Man, at long last saunters into this, the climactic chapter of the first volume of Marvel's acclaimed adaptation of Stephen King's horror classic. Abandon hope all ye who enter here...
Parental Advisory...$3.99
©2008 Stephen King. All rights reserved.",Mike Perkins,Roberto Aguirre-Sacasa,, LICENSED PUBLISHING, Comic, PARENTAL ADVISORYSLC, $3.99
The Stand: Captain Trips (2008 - 2009),(2008 - 2009),The Stand: Captain Trips (2008) #1,"September 10, 2008","It begins here: the apocalyptic epic battle between good and evil based on the classic bestseller by master of horror Stephen King! On a secret army base in the Californian desert, something has gone horribly, terribly wrong. Something that will send Charlie Campion and his wife and daughter fleeing in the middle of the night. Unfortunately for the Campion family--and the rest of America--they are unaware that all three of them are carrying a deadly cargo: A virus that will spread from person to person like wildfire, triggering a massive wave of disease and death, prefacing humanity's last stand! Be there as writer Roberto Aguirre-Sacasa (Secret Invasion: Fantastic Four) teams with artist Mike Perkins (Captain America) for the first arc in the next great Stephen King event!
Cardstock Cover/Parental Advisory...$3.99
©2008 Stephen King. All rights reserved. Published by arrangement with The Doubleday Broadway Publishing Group, a division of Random House, Inc.
This comic series is produced under license from The Doubleday Broadway Publishing Group and Stephen King.
For more information, visit MARVEL.com/COMICS/THE_STAND.",Mike Perkins,Roberto Aguirre-Sacasa,, LICENSED PUBLISHING, Comic, PARENTAL ADVISORYSLC, $3.99
The Stand: The Night Has Come (2011),(2011),The Stand: The Night Has Come (2011) #3,"October 12, 2011","The dark man's empire is crumbling. A spy is slipping through the cracks, his right-hand man has gone rogue, and now his bride is...what, exactly? It's Nadine's final reckoning with good old Randy Flagg, True Believers, and it will not be for the weak of heart. And as bad as things are in Vegas, they're about to get worse for our quartet of reluctant heroes as they enter the west. They started with four, soon there will only be three...",,Mike Perkins,,, Comic,, $3.99
The Star Wars (2013 - 2014),(2013 - 2014),The Star Wars (2013) #5,"February 05, 2014","Remember the scene in Star Wars where the Sith Knight traps General Luke Skywalker, Princess Leia, Annikin Starkiller, and the alien Han Solo-and they have to fight their way free and steal an Imperial starship? No? That's because this is The Star Wars-based on George Lucas's original rough-draft screenplay! Experience a Star Wars that never was!",Mike Mayhew,Jonathan Rinzler,,, Comic,, Free
The Superior Foes of Spider-Man (2013 - 2015),(2013 - 2015),The Superior Foes of Spider-Man (2013) #1,"July 03, 2013",BRAND NEW ON-GOING! Boomerang and some of Spidey's deadliest baddies prove that with terrible powers come terrible responsibilities! Rising Star Nick Spencer teams with Eisner Award winning sensation Steve Lieber for a walk on the Spider-Verse's evil side!,Marcos Martin,Nick Spencer,, Marvel Universe, Comic, Rated T+, $2.99
The Thanos Imperative (2010),(2010),The Thanos Imperative (2010) #5,"October 13, 2010","Thanos is outnumbered and outgunned by the Cancerverse forces, and his unlikely allies-Star-Lord, Rocket Raccoon and the other brave misfits-find themselves making a last stand to save the galaxy's #1 villain!",Miguel Angel Sepulveda,"Andy Lanning, Dan Abnett",,, Comic,, $3.99
The Thing (2005 - 2006),(2005 - 2006),The Thing (2005) #8,"July 05, 2006","Pull up a chair, true believer, you've just been invited to the biggest super hero poker game EVER! Everyone's coming-- from Goliath to Tigra, from the Torch to Ms. Marvel, and many more (even camera-shy fellas like Cap, Spidey, and Wolverine!). So sit in while we play a few hands and swap some tall tales about the Idol of Millions!
And if THAT doesn't hook ya, what if we told you that this poker party is celebrating a MAJOR MARVEL MILESTONE! An event that's taken over a decade (in Marvel time) for the Thing to reach... if he can go through with it. We're not kidding! This's SO big, even AUNT PETUNIA'S showing up for this one!
32 PGS./Rated T+ ...$2.99",,Kieron Dwyer,, MARVEL UNIVERSE, Comic, T, $2.99
The Thing (2005 - 2006),(2005 - 2006),The Thing (2005) #3,"January 25, 2006","""Fun N' Games"" Pt. 3 (Conclusion)
The Thing vs. Hulks? When you're on ""The Deadliest Place on Earth"" anything can happen-as long as it's guaranteed to get you killed! It's more Fun N' Games with Nighthawk, Constrictor, and Tony Stark.
32 PGS./T+ SUGGESTED FOR TEENS AND UP...$2.99",,Andrea DI Vito,, MARVEL UNIVERSE, Comic, Rated T+, Free
The Totally Awesome Hulk (2015 - 2017),(2015 - 2017),The Totally Awesome Hulk (2015) #2,"January 06, 2016",CHO TIME CONTINUES AS THE HULK TAKES ON THE BIGGEST MONSTERS IN THE MARVEL UNIVERSE! But can Amadeus handle the brand-new danger of Lady Hellbender? Also: Trouble in the family! Snack time with Spidey! And more revelations about just what the devil happened to Banner!,Frank Cho,Greg Pak,,, Comic,, $3.99
The Trojan War (2009),(2009),The Trojan War (2009) #1,"May 06, 2009","Based on the Epic Cycle and other ancient sources. This is the tale not told in The Iliad and The Odyssey of Zeus' plans with Themis, the god of justice, to bring about the Trojan War to kill off an excess of mankind. This is a fascinating exploration of the very roots of the most famous conflict in antiquity. Brought to you by the lauded team of Roy Thomas scripter and Miguel Sepulveda responsible for the recent Illustrated adaptation of The Iliad. This is the invaluable companion piece to those aforementioned twin pillars of Greek literature that have withstood the test of ages. Don't miss this first issue!
Parental Advisory ...$3.99",Miguel Angel Sepulveda,Roy Thomas,, Marvel Illustrated, Comic, Parental Advisory, $3.99
The Twelve (2007 - 2008),(2007 - 2008),The Twelve (2007) #6,"June 11, 2008","The Laughing Mask, behind bars! Secrets of the Black Widow, revealed! Dynamic Man goes to town on evil! The Blue Blade bombs out! And the truth behind the origin of underground secret agent Rockman!",,"Chris Weston, Paolo Rivera",, MARVEL UNIVERSE, Comic, RATED T, $2.99
The Unbeatable Squirrel Girl (2015 - 2019),(2015 - 2019),The Unbeatable Squirrel Girl (2015) #49,"October 09, 2019","IT’S THE PENULTIMATE ISSUE OF SQUIRREL GIRL! It’s also the ULTIMATE issue of Squirrel Girl, at least until the next and last one comes out. Wait, I’m getting word that’s what “penultimate” means - okay, nevermind. In this issue: Squirrel Girl faces off against her arch nemesis, with just some friends and a dressed-only-in-his-underwear Tony Stark at her side. Can she win?? See, normally you’d say “yes, of course she can, it’s right there in the title” but this is our second-last issue! ANYTHING CAN HAPPEN! INCLUDING SHOCKING TWISTS!! Please enjoy the several (SEVERAL) shocking twists in this issue, including the (already established as shocking) return of a beloved character!",Derek Charm,Ryan North,Erica Henderson,, Comic, Rated T, $3.99
The Unbeatable Squirrel Girl (2015 - 2019),(2015 - 2019),The Unbeatable Squirrel Girl (2015) #44,"May 08, 2019","WAR OF THE REALMS TIE-IN! The other nine realms have fallen, Earth is under attack and the only one who can save us is DOREEN GREEN, A.K.A. THE UNBEATABLE SQUIRREL GIRL. So that's terrific. We're in great hands and don't need to worry at all! Phew. Or at least we would be, if it weren't for the complicating factor of an ancient Asgardian Squirrel Chaos God who's decided she wants to be...FRIENDS?? In this issue, Squirrel Girl and Ratatoskr fight Frost Giants...and their unspoken assumptions about each other! This arc is a """"WAR OF THE REALMS"""" TIE-IN, but it's also an awesome stand-alone story that you don't need to be reading all the other comics to get! Don't tell Marvel.",Derek Charm,Ryan North,Erica Henderson,, Comic, Rated T, $3.99
